분류군ID,학명,국명,분류계급,이명여부,명명자,명명년도,최초명명자,최초명명년도,설명,,
1000075,Viola dissecta,간도제비꽃,Species,Ready(Synonym),,,,,,,
1000076,Viola seoulensis,서울제비꽃,Species,Ready(Synonym),,,,,,,
1000077,Viola verecunda,콩제비꽃,Species,Ready(Synonym),,,,,,,
1000078,Viola tenuicornis,자주알록제비꽃,Species,Ready(Synonym),,,,,,,
1000079,Viola raddeana,선제비꽃,Species,Ready(Synonym),,,,,수원 이북의 습한 들판에서 자라는 다년초로서 높이30? 50cm 이고 근경이 짧으며 원줄기는 총생하고 털이없으며 밑부분이 다소 흑색이다. 잎은 호생하고 3각상피침형이며 밑부분이 절저（截底）이거나 다소 심장저（心臟底）이고 끝이 약간 둔하며 길이 4~10cm이고 밑부분의 너비가 1 ?3cm로서 가장자리에 희미하고 둔한 톱니가 있다. 잎자루는 길이 2?5cm 이며 턱잎〔托葉〕은 녹색이고 길이 3?6cm로서 큰 톱니가 있다. 꽃은 5~6월에피며 길이 1cm로서 연한 자주색이고 소화경은 액생（腋生）하1육 길이 5~ 10cm 이다.꽃받침잎은 피침형으로 길이 5~6mm 이 고 부속체 는밋밋하며 짧고 꽃잎은 길이8 ~ lOmin 이며 측판은 자주색 줄이 있고 다른 꽃잎보다 짧으며 잔털이 약간 있고 거는 반구형（半球形）이며 길이 1.5~2mm 이다. 삭과는 장란형이고 털이 없다.,,
1000080,Vitis flexuosa,새머루,Species,Ready(Synonym),,,,,중부 이남에서 자라는 낙엽덩굴식물로서 길이 3m 이상 자란다. 잎은 덩굴손과 대생하며 난상 원형 또는 3각상 난형이고 점첨두이며 절저 또는 심장저이고 너비5~8cm로서 양면에 털이 없으며 톱니가 드문드문 있고어린 나무의 것은 까마귀머루처럼 갈라지기도 한다. 원추화서는 잎과 대생하며 때로는 꽃자루에서 덩굴손이발달하고 꽃은 단성으로서 6월에 피며 연한 황록색이고 5수이다. 꽃받침은 윤상（輪狀）이며 꽃잎은 윗부분에서 합쳐져서 밑부분이 떨어지고 수술은 5개이며 열매는 지름 8mm로 9월에 흑색으로 익고 2?3개의 종자가 들어 있다. 열매를 생식하거나 술을 만드는데 사용한다. 잎이 난상 원형이고양면에 솜털이 드문드문 있는 것을 털새머루. var. choiiT. Lee 라고 하며 제주도및 안동에서 자란다.,,
1000081,Vitis heyneana,,Species,Ready(Synonym),,,,,,,
1000082,Vitis thunbergii,까마귀머루,Species,Ready(Synonym),,,,,,,
1000083,Medicago minima,좀개자리,Species,Ready(Synonym),,,,,,,
1000084,Medicago lupulina,잔개자리,Species,Ready(Synonym),,,,,유럽 원산의 2년초로서 전체에 짧은 털이 있고 밑부분에서 가지가 많이 갈라져서 옆으로 기거나 비스듬히선다. 잎은 잎자루가 있으며 소엽은 3개이고 도란형（倒卵形） 또는 원형이며 양끝이 둥글거나 넓은 예저이고길이 7~17mirt 너비 6~ 15mm 로서 윗가장자리에 잔톱니가 있으며 턱잎은 반난형（半卵形）이고 가장자리는톱니가 있거나 밋밋하다. 잎겨드랑이〔葉腋〕에서 긴 꽃자루가 나와서 끝에 많은 꽃이 달리며 꽃은 5~7월에피고 길이 2?4.5_로서 황색이다. 꼬?투리는 신장형으로서 반 바퀴 정도 말리며밋밋하지만 세로줄이 있고흑색으로 익으며 1개의 종자가 들어 있다. 녹비（綠肥） 또는 목초자원으로 심었던 것이 퍼져서 야생상으로 된 것이 있다.,,
1000085,Viola biflora,장백제비꽃,Species,Ready(Synonym),,,,,"백두산 지역의 다소 습기가 있는 풀밭에서 자라는 다년초로서 높이 5?20cm 이고 근경은 짧으며 옆으로 벋고 마디가 밀접해 있다. 잎은 3~4개이며 잎자루는 길이 2~10cm이지만 윗부분의 것은 짧고 턱잎은 녹색이며 좁은 난형 또는 넓은 피침형이고 길이 3~5_로서가장자리에 털이 다소 있으며 잎새는 신심형（腎心形）이고 길이 l~2cm, 너비 1.5~3.5cm 로서 털이 산생한다.꽃자루는 원줄기 끝에 달리며 길이 2?5cm 로서 중앙또는 그 위에 포가 있고 꽃은 7월에 피며 길이 lcm 정도로서 황색이다. 꽃받침잎은 피침형이고 길이 3~5_로서 끝이 둔하며 부속체는짧고 끝이 둥글며 밋밋하고꽃잎은 길이 7~ 10mm 로서털이 없으며 순판에 갈색줄이 있고 거는 반원형으로서 길이 1.5~2mm 이다. 삭과는 난상 타원형으로서 털이 없다.",,
1000086,Setaria italica,조,Species,Ready(Synonym),,,,,,,
1000087,Prunus persica,복사나무,Species,Ready(Synonym),,,,,"과수로 재배하는 낙엽소교목으로서 높이가 6m에 달하고 잔가지에 털이 없으며 겨울눈에 털이 있다. 잎은 호생하고 피침형, 도피침형 또는 타원상 피침형이며 점첨두이고 넓은 예저이며 길이 8~15cm. 너비 15?35mm로서 양면에 털이 없고 가장자리에 둔한 잔톱니가 있다. 잎자루는 길이 1? 1.5αη로서 밀선（蜜腺）이 있으며 처음에는 털이 있다. 꽃은 4?5월에 잎보다 먼저 피고 지름3cm로서 연한홍색이며 1~2개씩 달리고 화병（花柄）이 짧다. 꽃받침잎은 털이 많으며 꽃잎은 수평으로 퍼지고 5개이며 수술은 많고 씨방은 털이 밀생한다. 핵과는 난상 원형이며 털이 많고 지름 5αη로서 8?9월에 익으며 핵은 과육으로부터 잘 떨어지지 않는다. 백도, for. alba Schneid.는 흰 꽃이 피며 만첩백도, for. alboplena Schneid.는 전자의만첩이고 만첩흥도, for. rubroplena Schneid.는 적색 꽃이 피며 바래복사. for. albescens Uyeki는 붉은빛이 돌지만 백색비슷한 꽃이 피고 감복사. for. compressa RmDER는 감처럼 편평하며 숭도, var. nectarina Maxdvi.는 열매에 털이 없고용인복사, for. aganoperaca Voss는 핵이 잘 떨어지며 밑부분이 들어가고 끝이 뾰족하며 둥글다.",,
1000088,Linum usitatissimum,아마,Species,Ready(Synonym),,,,,"중앙아시아 원산의 1년초로서 섬유식물로 재배하고있으며 높이 30? 100cm 이다. 잎은 호생하고 넓은 선형이며 길이 2~3.5cm, 너비 2?4mm로서 분록색（粉綠色）이고 끝이 뾰족하며 밑부분이 좁아져서 원줄기에 직접붙는다. 꽃은 6~7월에 피고 청자색 또는 백색이며 소화경은 길이 2~4cm 이고 꽃받침잎은 길이 5~7_로서 난상 장타원형이며 가장자리가 밋밋하고 선점이 없으며 끝이 뾰족하고 3맥이 있으며 꽃잎은 도란형이고길이 10_로서 끝이 다소 파진다. 수술과 헛수술은 각각 5개이며 씨방에 5개의암술대〔花柱ント 있고 암술머리〔柱頭〕가 암술대 안쪽으로 흐른다. 삭과는 둥글며 지름 7mm 정도이고 종자는 편평한 장타원형이며황갈색이다. 종자에서 아마유（亞麻油）를 생산하고 체관부의 섬유는 중요한 섬유자원의 하나이었다.",,
1000089,Panicum virgatum,큰개기장,Species,Ready(Synonym),,,,,,,
1000090,hordeum vulgare,보리,Species,Ready(Synonym),,,,,,,
1000091,Pinus taeda,테에다소나무,Species,Ready(Synonym),,,,,높이 30m 이상의 상록교목으로서 남부지방에서 심었었으나 근래에는 리기다소나무와의 잡종을 만들어 경기도에서까지 심고있다. 가지가 사방으로 퍼지고 윗부분의 가지가 비스듬히 서기 때문에 둥근 수관（樹冠）이 형성된다. 수피는 밝은 적갈색이며 조각으로 갈라지고 잔가지는 황갈색이지만 때로는 흰빛이 돈다. 겨울눈은 장타원형이며 수지가 묻고 잎은 3개씩 나오며 길이 15?'SOcm로서 밝은녹색이다. 구과는 대가 없고 원추상 난형으로서 길이 6? 10cm이며 윤채가 없고 연한 적갈색이며 실편의 비후부（肥厚部）는 능선이 지고 배꼽부〔臍〕에 가시가 있다. 리기다소나무보다 생장이 빠르지만 추위에 약하며 이 두 나무의 잡종은 어느 정도 추위에는 강하나 설해에는 매우 약하다.,,
1000092,Acorus calamus,창포,Species,Ready(Synonym),,,,,,,
1000093,Calycanthus fertilis,자주받침꽃,Species,Ready(Synonym),,,,,"북아메리카산의 낙엽관목으로서 1957 년에 아놀 드수목 원에서가져왔다. 높이가 2~3m 에 달하고 잔가지는 녹갈색으로서 잔털이 다소 있으며 피목이 산재한다. 잎은 대생하고 장타원형이며점첨두이고 예저 또는 원저이며 길이 6?15cm, 너비 3?5cm로서 표면은 녹색이고 뒷면은 회청색이며 가장자리가 밋밋하고 잎살〔葉肉〕에 투명한 세포가 많다. 잎자루는 길이 13mm 내외로서잔털이 다소 있으며 표면에 홈이 지고 밑부분이 겨울눈을 둘러싸며 떨어지면 두드러진 기부가 겨울눈 밑부분을 둘러싼다. 꽃은 녹자색 또는 적갈색이고 지름 3.5~5cm 로서 많은 화피 열편이 꽃받침통의 가장자리에 나선상으로 배열된다. 수술과 암술은많으며 암술은 통 같은 꽃턱 안에 들어 있다. 열매는 삭과 비슷하고 도란형이며 길이 5~.7cm로서 끝이 다소좁고 많은 종자가 들어 있다. 꽃이 자주색이며 꽃받침과 꽃잎의 구별이 어려워서 자주받침꽃이라고 한다. Calycsnthus는 꽃받침 과 꽃을 뜻한다. 식물체에 유세포가 있고 잎은 호생하며꽃은 3수이고 열매는 장과상 취과인것을 495+. 포포나무（포포나무과）.Asimina triloba （L.） Dun. 라고 한다.",,
1000094,Calycanthus floridus,,Species,Ready(Synonym),,,,,,,
1000095,Chloranthus spicatus,진주란,Species,Ready(Synonym),,,,,,,
1000096,Typha latifolia,큰잎부들,Species,Ready(Synonym),,,,,,,
1000097,Liriodendron tulipifera,백합나무,Species,Ready(Synonym),,,,,,,
1000098,Agrostis stolonifera,애기겨이삭,Species,Ready(Synonym),,,,,,,
1000099,Arabis hirsuta,털장대,Species,Ready(Synonym),,,,,,,
1000100,Brassica napus,유채,Species,Ready(Synonym),,,,,,,
1000101,Buxus microphylla,좀회양목,Species,Ready(Synonym),,,,,,,
1000102,Castanea mollissima,약밤나무,Species,Ready(Synonym),,,,,,,
1000103,Cedrus deodara,개잎갈나무,Species,Ready(Synonym),,,,,"히말라야 원산의 상록교목으로서 높이가 30m 에 달하고 가지가 수평으로 퍼지며 잔가지에 털이 있고 밑으로처지며 수피는 희갈색이고 얇은 조각으로 벗겨진다. 잎은 길이 3?4cm로서 짙은녹색이며 끝이 뾰족하고 단면은 3각형이며 1개씩 달리지만 짧은 가지에서는 윤생한것처럼 보인다. 꽃은 1가화로서 10월에 피고 짧은 가지끝에 위를 향해 달리며 응화수는 원주형이고 길이 3-5cm 이며 자화수는 난형이다. 구과는 다음해 가을에 익고타원형이며 길이 5~12cm, 지름 6cm 정도로서 녹색이도는 희갈색이다. 실편은 넓은 부채 같은 3각형이고 가장자리와 뒷면이 밋밋하지만 겉에 잔털이 있으며 종자가 2개씩 들어 있다. 종자에는 넓은 막질의 날개가있고 자엽（子葉）은 9?10개이며 꺾꽂이〔?木〕가 잘 된다. 전라도? 경상도 등지에서 관상용으로 심고 있으나충청도 또는 서울시내에서도 심고 있다.",,
1000104,Cuscuta obtusiflora,,Species,Ready(Synonym),,,,,,,
1000105,Cuscuta reflexa,,Species,Ready(Synonym),,,,,,,
1000106,Datura stramonium,흰독말풀,Species,Ready(Synonym),,,,,열대아메리카 원산의 1년초로서 약용식물로 재배하던것이 집 근처에 남아 있으며 높이 l~2m이고 굵은 가지가 많이 갈라지며 자줏빛이 돈다. 잎은 호생하고 잎자루가 있으며 난형이고 예두（銳頭） 또는 원두（圓頭）이며예저（銳底）이고 가장자리에 불규칙한 결각상（缺刻狀）의톱니가 있다. 꽃은 8~9월에 잎 사이에서 피며 길이 8cm 정도로서 나팔꽃모양이고 연한 자주색이다. 꽃받침은 통형이며 끝이 5개로 갈라지고 꽃부리는 가장자리가5개로 약간 갈라지며 열편 끝에 꼬리처럼 길고 뾰족한돌기가 있고 오후에 핀다.열매는 난형이며 표면에 가시 같은 돌기가 밀생하고 4개로 갈라져서 검은 종자가나온다. 유독식물이지만 잎을 천식용 담배로 사용한다.잎에 털이 있으며 꽃의 색깔이 흰 것을 291+. 횐독말풀.D. stramonium L. 이라고 하며 독말풀의 원종이다.,,
1000107,Daucus carota,산당근,Species,Ready(Synonym),,,,,,,
1000108,Draba nemorosa,꽃다지,Species,Ready(Synonym),,,,,,,
1000109,Equisetum arvense,쇠뜨기,Species,Ready(Synonym),,,,,"햇볕이 잘 드는 풀밭에서 혼히 자라는 다년초로서 지하경이 길게 벋으며 번식한다. 생식경（生殖莖）은 이른봄에 나와서 끝에 뱀대가리 같은 포자낭 이삭을 형성하고마디에 비늘 같은 잎이 윤생하며 가지가 없다. 영양경（營養莖）은 뒤늦게 나와서 높이 30?40cm 정도로 자라며 속이 비어 있고 겉에 능선이 있으며 마디에는 가지와 비늘 같은 잎이 윤생한다. 잎의 수는 원줄기의 능선수와 같고 가지에는 3~4개의 능선이 있다. 포자낭 이삭은 장타원형이고 6각형의 포자엽이 서로 밀착하여 거북 등처럼 되며 안쪽에는 각각 7개 내외의 포자낭이 달린다. 포자에는 각각 4개씩의 탄사（彈絲）가 있어 마르고 습한 데 따라 신축운동으로 포자를 산포시킨다. 가지에 3개의 능선과 3개의잎이 달린 것을 북쇠뜨기,var. boreale （Bong） Rupr.己*고 한다. 쇠뜨기란 소가 뜯는 풀이란 뜻이며 소가 잘먹는다. 생식경은 식용으로하고. 영양경은 민간에서 이뇨제로 사용한다.",,
1000110,Equisetum hyemale,속새,Species,Ready(Synonym),,,,,제주도와 강원도 이북의 숲속 습지에서자라는 상록다년초로서 높이 30~60cm 이다. 지하경은 옆으로 벋으며 지면 가까운곳에서 여러 개로 갈라져 나오기 때문에여러 줄기가 총생하는 것같이 보이고 짙은녹색이며 가지가 없고 뚜렷한 마디와 마디사이에는 10-18개의 능선이있다. 퇴화한 비늘 같은 잎은 서로 붙어 마디부관전히둘러싸서 잎집으로 되며 끝이 톱니모양이고 각 능선과교대로 달린다. 잎집 밑부분과 톱니에 갈색 또는 검은빛이 돌며 톱니는 막질로서 길이 3~6mm 이고 윗부분이 떨어지며 잎집은 길이 4~8mm이다. 포자낭 이삭은 원줄기 끝에 곧추 달리고 원추형이며 끝이 뾰족하고 길이 6?10mm로서 처음에는 녹갈색이지만 황색으로 된다. 원줄기의 능선에는 규산염이 축적되어 딱딱하기 때문에 나무를 가는데 사용했으며 목적（木賊）이란 이름이 생겼다. 전초（全草）를 장출혈과 치질의 지혈제로 사용한다.,,
1000111,Erodium moschatum,유럽쥐손이,Species,Ready(Synonym),,,,,,,
1000112,Fagopyrum esculentum,메밀,Species,Ready(Synonym),,,,,중앙아시아에서 들어온 1년생 식용작물로서 원줄기는 가지가 갈라지고 높이 40~70cm로서 속이 비어 있으며 연한녹색이지만 혼히 붉은빛이 돈다. 잎은 호생하고 잎자루가 길며 심장형으로서 끝이 뾰족하고 양쪽 기부 열편의 끝도 뾰족하며잎집 같은 턱잎은 막질이고 매우 짧다. 꽃은 7?10월에 피며 총상화서（總狀花序）는 잎겨드랑이와 가지 끝에서 나오고 소화경 밑에 소포（小苞）가 있다. 화피는 백색이거나 붉은빛이 돌며 깊게 5개로 갈라지고 열편은 길이 2ㅡ3mm로서 난형이며 암술대는 3개이다. 수과는 예리하게 세모진 난형이고 길이 5~6_로서 혹갈색으로 익으며 종자 속의 자엽（子葉）이 나선상으로 굽는다. 전분（澱粉）은 국수의원료로 이용되고 있다. 밀원식물（蜜源植物）로서도 중요하다.,,
1000113,Festuca arundinacea,큰김의털,Species,Ready(Synonym),,,,,,,
1000114,Festuca ovina,김의털,Species,Ready(Synonym),,,,,"건조한 곳에서 자라는 다년초로서 높이30?50cm 이다. 잎은 길이 5~20cm 로서 말려서 지름 0.4~0.6_로 되고 3?7맥이 있으며 홈이 거의 없고 잎혀는 길이 0.5mm 이하이다. 꽃은 6?8월에 피며원추화서는 길이 5~8cm로서 곧추서고 가지가 卜2개씩 달리며 수축（?軸）에 털이 있고 소수는 길이 5~7?로서 녹색 또는 분록색이며 때로 자줏빛이 돌고 3~6개의 소화가 들어 있다. 둘째 포영은 약간 길며 3맥이 있고 호영은 길이 3.5?4.5mm이며 끝에 길이 0.5~2mm의 까락이 있는 것도 있다. 꽃밥은 길이 1.5~2.5mm이고 씨방에 털이 없다. 두메김의털, var. koreanoalpina Ohw은 소수가 5~10개이며 관모봉에서 자라고 서울김의털. var. duriusculaKoch은 잎의 지름이 0.7~lmm이며 서울과 거문도에서 자란다. 참김의털. var. coreana St. Yves은 꽃줄기 윗부분에 털이 있고 늙은 잎에 홈이 없으나 지리산김의털. var. chnsanensis Ohwi 은 잎에 홈이 있다. 156+. 넓은잎김의털.F. hetemphylla Lam.은 줄기의 위쪽에 달린 잎의 너비가 2~4mm이며 유럽에서 들어왔다.",,
